"gvkey","date","followers","ID"
3814,20170126,6099,"3814 20170126"
3814,20170127,6110,"3814 20170127"
3814,20170128,6107,"3814 20170128"
3814,20170130,6105,"3814 20170130"
3814,20170131,6106,"3814 20170131"
3814,20170201,6108,"3814 20170201"
3814,20170202,6119,"3814 20170202"
3814,20170203,6110,"3814 20170203"
3814,20170204,6111,"3814 20170204"
3814,20170206,6116,"3814 20170206"
3814,20170207,6119,"3814 20170207"
3814,20170208,6123,"3814 20170208"
3814,20170209,6116,"3814 20170209"
3814,20170210,6120,"3814 20170210"
3814,20170211,6120,"3814 20170211"
3814,20170213,6121,"3814 20170213"
3814,20170214,6125,"3814 20170214"
3814,20170215,6127,"3814 20170215"
3814,20170216,6125,"3814 20170216"
3814,20170217,6126,"3814 20170217"
3814,20170220,6127,"3814 20170220"
3814,20170221,6132,"3814 20170221"
3814,20170222,6133,"3814 20170222"
3814,20170223,6135,"3814 20170223"
3814,20170224,6133,"3814 20170224"
3814,20170225,6134,"3814 20170225"
3814,20170227,6141,"3814 20170227"
3814,20170228,6142,"3814 20170228"
3814,20170301,6143,"3814 20170301"
3814,20170302,6148,"3814 20170302"
3814,20170303,6154,"3814 20170303"
3814,20170304,6149,"3814 20170304"
3814,20170306,6155,"3814 20170306"
3814,20170307,6157,"3814 20170307"
3814,20170308,6158,"3814 20170308"
3814,20170309,6158,"3814 20170309"
3814,20170310,6159,"3814 20170310"
3814,20170311,6159,"3814 20170311"
3814,20170312,6162,"3814 20170312"
3814,20170313,6172,"3814 20170313"
3814,20170314,6174,"3814 20170314"
3814,20170315,6183,"3814 20170315"
3814,20170316,6177,"3814 20170316"
3814,20170317,6176,"3814 20170317"
3814,20170320,6178,"3814 20170320"
3814,20170321,6179,"3814 20170321"
3814,20170322,6182,"3814 20170322"
3814,20170323,6181,"3814 20170323"
3814,20170324,6179,"3814 20170324"
3814,20170325,6180,"3814 20170325"
3814,20170326,6182,"3814 20170326"
3814,20170327,6185,"3814 20170327"
3814,20170328,6185,"3814 20170328"
3814,20170329,6187,"3814 20170329"
3814,20170330,6187,"3814 20170330"
3814,20170331,6191,"3814 20170331"
3814,20170401,6193,"3814 20170401"
3814,20170402,6198,"3814 20170402"
3814,20170403,6196,"3814 20170403"
3814,20170404,6195,"3814 20170404"
3814,20170405,6192,"3814 20170405"
3814,20170406,6194,"3814 20170406"
3814,20170407,6195,"3814 20170407"
3814,20170410,6202,"3814 20170410"
3814,20170411,6205,"3814 20170411"
3814,20170412,6207,"3814 20170412"
3814,20170413,6207,"3814 20170413"
3814,20170414,6206,"3814 20170414"
3814,20170415,6210,"3814 20170415"
3814,20170418,6213,"3814 20170418"
3814,20170419,6218,"3814 20170419"
3814,20170420,6221,"3814 20170420"
3814,20170421,6225,"3814 20170421"
3814,20170422,6224,"3814 20170422"
3814,20170424,6226,"3814 20170424"
3814,20170425,6228,"3814 20170425"
3814,20170426,6233,"3814 20170426"
3814,20170427,6231,"3814 20170427"
3814,20170428,6237,"3814 20170428"
3814,20170502,6249,"3814 20170502"
3814,20170503,6249,"3814 20170503"
3814,20170504,6261,"3814 20170504"
3814,20170505,6266,"3814 20170505"
3814,20170507,6262,"3814 20170507"
3814,20170508,6265,"3814 20170508"
3814,20170509,6268,"3814 20170509"
3814,20170510,6268,"3814 20170510"
3814,20170511,6275,"3814 20170511"
3814,20170512,6278,"3814 20170512"
3814,20170513,6277,"3814 20170513"
3814,20170514,6276,"3814 20170514"
3814,20170515,6280,"3814 20170515"
3814,20170516,6279,"3814 20170516"
3814,20170517,6283,"3814 20170517"
3814,20170518,6290,"3814 20170518"
3814,20170519,6289,"3814 20170519"
3814,20170520,6285,"3814 20170520"
3814,20170521,6282,"3814 20170521"
3814,20170522,6285,"3814 20170522"
3814,20170523,6288,"3814 20170523"
3814,20170524,6290,"3814 20170524"
3814,20170525,6292,"3814 20170525"
3814,20170526,6291,"3814 20170526"
3814,20170527,6289,"3814 20170527"
3814,20170528,6292,"3814 20170528"
3814,20170529,6295,"3814 20170529"
3814,20170530,6296,"3814 20170530"
3814,20170531,6304,"3814 20170531"
3814,20170601,6308,"3814 20170601"
3814,20170602,6308,"3814 20170602"
3814,20170603,6310,"3814 20170603"
3814,20170604,6315,"3814 20170604"
3814,20170605,6313,"3814 20170605"
3814,20170606,6334,"3814 20170606"
3814,20170607,6342,"3814 20170607"
3814,20170608,6347,"3814 20170608"
3814,20170609,6349,"3814 20170609"
3814,20170610,6352,"3814 20170610"
3814,20170611,6347,"3814 20170611"
3814,20170612,6348,"3814 20170612"
3814,20170613,6354,"3814 20170613"
3814,20170614,6360,"3814 20170614"
3814,20170615,6366,"3814 20170615"
3814,20170616,6365,"3814 20170616"
3814,20170617,6368,"3814 20170617"
3814,20170618,6368,"3814 20170618"
3814,20170619,6370,"3814 20170619"
3814,20170620,6371,"3814 20170620"
3814,20170621,6373,"3814 20170621"
3814,20170622,6374,"3814 20170622"
3814,20170623,6377,"3814 20170623"
3814,20170624,6382,"3814 20170624"
3814,20170626,6385,"3814 20170626"
3814,20170627,6382,"3814 20170627"
3814,20170628,6378,"3814 20170628"
3814,20170629,6378,"3814 20170629"
3814,20170630,6382,"3814 20170630"
4060,20170103,47022,"4060 20170103"
4060,20170104,47044,"4060 20170104"
4060,20170105,47082,"4060 20170105"
4060,20170106,47107,"4060 20170106"
4060,20170109,47170,"4060 20170109"
4060,20170110,47180,"4060 20170110"
4060,20170111,47203,"4060 20170111"
4060,20170112,47215,"4060 20170112"
4060,20170113,47243,"4060 20170113"
4060,20170116,47299,"4060 20170116"
4060,20170117,47316,"4060 20170117"
4060,20170118,47348,"4060 20170118"
4060,20170119,47365,"4060 20170119"
4060,20170120,47440,"4060 20170120"
4060,20170121,47478,"4060 20170121"
4060,20170122,47514,"4060 20170122"
4060,20170123,47514,"4060 20170123"
4060,20170124,47558,"4060 20170124"
4060,20170125,47640,"4060 20170125"
4060,20170126,47652,"4060 20170126"
4060,20170127,47696,"4060 20170127"
4060,20170128,47714,"4060 20170128"
4060,20170129,47736,"4060 20170129"
4060,20170130,47768,"4060 20170130"
4060,20170131,47789,"4060 20170131"
4060,20170201,47806,"4060 20170201"
4060,20170202,47823,"4060 20170202"
4060,20170203,47847,"4060 20170203"
4060,20170206,47932,"4060 20170206"
4060,20170207,47964,"4060 20170207"
4060,20170208,47969,"4060 20170208"
4060,20170209,47984,"4060 20170209"
4060,20170210,48008,"4060 20170210"
4060,20170212,48038,"4060 20170212"
4060,20170213,48047,"4060 20170213"
4060,20170214,48072,"4060 20170214"
4060,20170215,48112,"4060 20170215"
4060,20170216,48129,"4060 20170216"
4060,20170217,48161,"4060 20170217"
4060,20170220,48201,"4060 20170220"
4060,20170221,48218,"4060 20170221"
4060,20170222,48232,"4060 20170222"
4060,20170223,48246,"4060 20170223"
4060,20170224,48290,"4060 20170224"
4060,20170227,48355,"4060 20170227"
4060,20170228,48364,"4060 20170228"
4060,20170301,48404,"4060 20170301"
4060,20170302,48425,"4060 20170302"
4060,20170303,48447,"4060 20170303"
4060,20170306,48498,"4060 20170306"
4060,20170307,48543,"4060 20170307"
4060,20170308,48568,"4060 20170308"
4060,20170309,48613,"4060 20170309"
4060,20170310,48656,"4060 20170310"
4060,20170312,48715,"4060 20170312"
4060,20170313,48742,"4060 20170313"
4060,20170314,48754,"4060 20170314"
4060,20170315,48776,"4060 20170315"
4060,20170316,48806,"4060 20170316"
4060,20170317,48857,"4060 20170317"
4060,20170319,48877,"4060 20170319"
4060,20170320,48901,"4060 20170320"
4060,20170321,48937,"4060 20170321"
4060,20170322,48968,"4060 20170322"
4060,20170323,48996,"4060 20170323"
4060,20170324,49034,"4060 20170324"
4060,20170327,49101,"4060 20170327"
4060,20170328,49138,"4060 20170328"
4060,20170329,49183,"4060 20170329"
4060,20170330,49213,"4060 20170330"
4060,20170331,49226,"4060 20170331"
4060,20170401,49277,"4060 20170401"
4060,20170403,49312,"4060 20170403"
4060,20170404,49320,"4060 20170404"
4060,20170405,49390,"4060 20170405"
4060,20170406,49403,"4060 20170406"
4060,20170407,49420,"4060 20170407"
4060,20170410,49482,"4060 20170410"
4060,20170411,49502,"4060 20170411"
4060,20170412,49526,"4060 20170412"
4060,20170413,49541,"4060 20170413"
4060,20170415,49579,"4060 20170415"
4060,20170417,49609,"4060 20170417"
4060,20170418,49637,"4060 20170418"
4060,20170419,49650,"4060 20170419"
4060,20170420,49697,"4060 20170420"
4060,20170424,49788,"4060 20170424"
4060,20170425,49809,"4060 20170425"
4060,20170426,49820,"4060 20170426"
4060,20170427,49860,"4060 20170427"
4060,20170428,49905,"4060 20170428"
4060,20170502,49998,"4060 20170502"
4060,20170503,50017,"4060 20170503"
4060,20170504,50043,"4060 20170504"
4060,20170505,50073,"4060 20170505"
4060,20170508,50123,"4060 20170508"
4060,20170509,50148,"4060 20170509"
4060,20170510,50175,"4060 20170510"
4060,20170511,50189,"4060 20170511"
4060,20170512,50222,"4060 20170512"
4060,20170515,50245,"4060 20170515"
4060,20170516,50258,"4060 20170516"
4060,20170517,50297,"4060 20170517"
4060,20170518,50303,"4060 20170518"
4060,20170519,50317,"4060 20170519"
4060,20170520,50333,"4060 20170520"
4060,20170522,50367,"4060 20170522"
4060,20170523,50422,"4060 20170523"
4060,20170524,50432,"4060 20170524"
4060,20170525,50440,"4060 20170525"
4060,20170526,50458,"4060 20170526"
4060,20170530,50510,"4060 20170530"
4060,20170531,50525,"4060 20170531"
4060,20170601,50557,"4060 20170601"
4060,20170602,50591,"4060 20170602"
4060,20170604,50657,"4060 20170604"
4060,20170605,50681,"4060 20170605"
4060,20170606,50719,"4060 20170606"
4060,20170607,50739,"4060 20170607"
4060,20170608,50768,"4060 20170608"
4060,20170609,50798,"4060 20170609"
4060,20170612,50847,"4060 20170612"
4060,20170613,50896,"4060 20170613"
4060,20170614,50908,"4060 20170614"
4060,20170615,50939,"4060 20170615"
4060,20170616,50963,"4060 20170616"
4060,20170619,51006,"4060 20170619"
4060,20170620,51033,"4060 20170620"
4060,20170621,51062,"4060 20170621"
4060,20170622,51097,"4060 20170622"
4060,20170623,51104,"4060 20170623"
4060,20170626,51171,"4060 20170626"
4060,20170627,51175,"4060 20170627"
4060,20170628,51220,"4060 20170628"
4060,20170629,51258,"4060 20170629"
4060,20170630,51272,"4060 20170630"
4201,20170102,12529,"4201 20170102"
4201,20170103,12534,"4201 20170103"
4201,20170104,12537,"4201 20170104"
4201,20170105,12542,"4201 20170105"
4201,20170106,12544,"4201 20170106"
4201,20170109,12535,"4201 20170109"
4201,20170110,12541,"4201 20170110"
4201,20170111,12547,"4201 20170111"
4201,20170112,12549,"4201 20170112"
4201,20170113,12554,"4201 20170113"
4201,20170116,12554,"4201 20170116"
4201,20170117,12558,"4201 20170117"
4201,20170118,12572,"4201 20170118"
4201,20170119,12568,"4201 20170119"
4201,20170120,12569,"4201 20170120"
4201,20170123,12571,"4201 20170123"
4201,20170124,12561,"4201 20170124"
4201,20170125,12565,"4201 20170125"
4201,20170126,12566,"4201 20170126"
4201,20170127,12570,"4201 20170127"
4201,20170130,12602,"4201 20170130"
4201,20170131,12614,"4201 20170131"
4201,20170201,12627,"4201 20170201"
4201,20170202,12632,"4201 20170202"
4201,20170203,12638,"4201 20170203"
4201,20170204,12643,"4201 20170204"
4201,20170206,12652,"4201 20170206"
4201,20170207,12662,"4201 20170207"
4201,20170208,12664,"4201 20170208"
4201,20170209,12663,"4201 20170209"
4201,20170210,12666,"4201 20170210"
4201,20170211,12673,"4201 20170211"
4201,20170213,12675,"4201 20170213"
4201,20170214,12677,"4201 20170214"
4201,20170215,12688,"4201 20170215"
4201,20170216,12698,"4201 20170216"
4201,20170217,12698,"4201 20170217"
4201,20170220,12715,"4201 20170220"
4201,20170221,12718,"4201 20170221"
4201,20170222,12722,"4201 20170222"
4201,20170223,12729,"4201 20170223"
4201,20170224,12732,"4201 20170224"
4201,20170227,12733,"4201 20170227"
4201,20170228,12735,"4201 20170228"
4201,20170301,12744,"4201 20170301"
4201,20170302,12738,"4201 20170302"
4201,20170303,12741,"4201 20170303"
4201,20170306,12749,"4201 20170306"
4201,20170307,12757,"4201 20170307"
4201,20170308,12761,"4201 20170308"
4201,20170309,12764,"4201 20170309"
4201,20170310,12769,"4201 20170310"
4201,20170311,12768,"4201 20170311"
4201,20170313,12776,"4201 20170313"
4201,20170314,12779,"4201 20170314"
4201,20170315,12780,"4201 20170315"
4201,20170316,12779,"4201 20170316"
4201,20170317,12782,"4201 20170317"
4201,20170318,12793,"4201 20170318"
4201,20170320,12800,"4201 20170320"
4201,20170321,12799,"4201 20170321"
4201,20170322,12810,"4201 20170322"
4201,20170323,12806,"4201 20170323"
4201,20170324,12810,"4201 20170324"
4201,20170327,12816,"4201 20170327"
4201,20170328,12815,"4201 20170328"
4201,20170329,12816,"4201 20170329"
4201,20170330,12822,"4201 20170330"
4201,20170331,12823,"4201 20170331"
4201,20170401,12825,"4201 20170401"
4201,20170403,12821,"4201 20170403"
4201,20170404,12826,"4201 20170404"
4201,20170405,12826,"4201 20170405"
4201,20170406,12838,"4201 20170406"
4201,20170407,12844,"4201 20170407"
4201,20170408,12850,"4201 20170408"
4201,20170410,12858,"4201 20170410"
4201,20170411,12861,"4201 20170411"
4201,20170412,12865,"4201 20170412"
4201,20170413,12865,"4201 20170413"
4201,20170414,12862,"4201 20170414"
4201,20170417,12867,"4201 20170417"
4201,20170418,12864,"4201 20170418"
4201,20170419,12874,"4201 20170419"
4201,20170420,12878,"4201 20170420"
4201,20170421,12879,"4201 20170421"
4201,20170424,12889,"4201 20170424"
4201,20170425,12894,"4201 20170425"
4201,20170426,12898,"4201 20170426"
4201,20170427,12903,"4201 20170427"
4201,20170428,12908,"4201 20170428"
4201,20170429,12909,"4201 20170429"
4201,20170502,12918,"4201 20170502"
4201,20170503,12918,"4201 20170503"
4201,20170504,12916,"4201 20170504"
4201,20170505,12918,"4201 20170505"
4201,20170508,12923,"4201 20170508"
4201,20170509,12926,"4201 20170509"
4201,20170510,12929,"4201 20170510"
4201,20170511,12930,"4201 20170511"
4201,20170512,12931,"4201 20170512"
4201,20170515,12931,"4201 20170515"
4201,20170516,12931,"4201 20170516"
4201,20170517,12935,"4201 20170517"
4201,20170518,12934,"4201 20170518"
4201,20170519,12942,"4201 20170519"
4201,20170522,12945,"4201 20170522"
4201,20170523,12941,"4201 20170523"
4201,20170524,12945,"4201 20170524"
4201,20170525,12949,"4201 20170525"
4201,20170526,12949,"4201 20170526"
4201,20170529,12950,"4201 20170529"
4201,20170530,12948,"4201 20170530"
4201,20170531,12948,"4201 20170531"
4201,20170601,12956,"4201 20170601"
4201,20170602,12960,"4201 20170602"
4201,20170604,12967,"4201 20170604"
4201,20170605,12968,"4201 20170605"
4201,20170606,12968,"4201 20170606"
4201,20170607,12967,"4201 20170607"
4201,20170608,12967,"4201 20170608"
4201,20170609,12965,"4201 20170609"
4201,20170612,12958,"4201 20170612"
4201,20170613,12960,"4201 20170613"
4201,20170614,12967,"4201 20170614"
4201,20170615,12967,"4201 20170615"
4201,20170616,12967,"4201 20170616"
4201,20170619,12981,"4201 20170619"
4201,20170620,12985,"4201 20170620"
4201,20170621,12988,"4201 20170621"
4201,20170622,12996,"4201 20170622"
4201,20170623,13009,"4201 20170623"
4201,20170624,13010,"4201 20170624"
4201,20170626,13027,"4201 20170626"
4201,20170627,13030,"4201 20170627"
4201,20170628,13027,"4201 20170628"
4201,20170629,13029,"4201 20170629"
4201,20170630,13029,"4201 20170630"
4321,20170102,12499,"4321 20170102"
4321,20170103,12500,"4321 20170103"
4321,20170104,12507,"4321 20170104"
4321,20170105,12511,"4321 20170105"
4321,20170106,12510,"4321 20170106"
4321,20170109,12519,"4321 20170109"
4321,20170110,12522,"4321 20170110"
4321,20170111,12532,"4321 20170111"
4321,20170112,12535,"4321 20170112"
4321,20170113,12536,"4321 20170113"
4321,20170117,12548,"4321 20170117"
4321,20170118,12559,"4321 20170118"
4321,20170119,12563,"4321 20170119"
4321,20170120,12570,"4321 20170120"
4321,20170123,12582,"4321 20170123"
4321,20170124,12584,"4321 20170124"
4321,20170125,12588,"4321 20170125"
4321,20170127,12591,"4321 20170127"
4321,20170131,12594,"4321 20170131"
4321,20170201,12591,"4321 20170201"
4321,20170202,12588,"4321 20170202"
4321,20170203,12593,"4321 20170203"
4321,20170206,12594,"4321 20170206"
4321,20170207,12601,"4321 20170207"
4321,20170208,12604,"4321 20170208"
4321,20170209,12607,"4321 20170209"
4321,20170210,12608,"4321 20170210"
4321,20170213,12614,"4321 20170213"
4321,20170215,12616,"4321 20170215"
4321,20170217,12627,"4321 20170217"
4321,20170220,12635,"4321 20170220"
4321,20170221,12640,"4321 20170221"
4321,20170222,12646,"4321 20170222"
4321,20170223,12655,"4321 20170223"
4321,20170224,12661,"4321 20170224"
4321,20170227,12665,"4321 20170227"
4321,20170228,12673,"4321 20170228"
4321,20170301,12676,"4321 20170301"
4321,20170302,12678,"4321 20170302"
4321,20170303,12678,"4321 20170303"
4321,20170306,12681,"4321 20170306"
4321,20170307,12679,"4321 20170307"
4321,20170308,12686,"4321 20170308"
4321,20170309,12700,"4321 20170309"
4321,20170310,12705,"4321 20170310"
4321,20170313,12719,"4321 20170313"
4321,20170314,12725,"4321 20170314"
4321,20170315,12727,"4321 20170315"
4321,20170316,12730,"4321 20170316"
4321,20170317,12728,"4321 20170317"
4321,20170320,12732,"4321 20170320"
4321,20170321,12737,"4321 20170321"
4321,20170322,12740,"4321 20170322"
4321,20170323,12748,"4321 20170323"
4321,20170324,12753,"4321 20170324"
4321,20170327,12769,"4321 20170327"
4321,20170328,12776,"4321 20170328"
4321,20170329,12780,"4321 20170329"
4321,20170330,12786,"4321 20170330"
4321,20170331,12797,"4321 20170331"
4321,20170403,12809,"4321 20170403"
4321,20170404,12819,"4321 20170404"
4321,20170405,12822,"4321 20170405"
4321,20170406,12833,"4321 20170406"
4321,20170407,12834,"4321 20170407"
4321,20170410,12849,"4321 20170410"
4321,20170411,12854,"4321 20170411"
4321,20170412,12856,"4321 20170412"
4321,20170413,12857,"4321 20170413"
4321,20170414,12861,"4321 20170414"
4321,20170417,12866,"4321 20170417"
4321,20170418,12873,"4321 20170418"
4321,20170419,12878,"4321 20170419"
4321,20170420,12884,"4321 20170420"
4321,20170421,12891,"4321 20170421"
4321,20170424,12895,"4321 20170424"
4321,20170425,12897,"4321 20170425"
4321,20170426,12901,"4321 20170426"
4321,20170427,12903,"4321 20170427"
4321,20170428,12903,"4321 20170428"
4321,20170502,12913,"4321 20170502"
4321,20170504,12928,"4321 20170504"
4321,20170505,12934,"4321 20170505"
4321,20170508,12943,"4321 20170508"
4321,20170509,12939,"4321 20170509"
4321,20170510,12946,"4321 20170510"
4321,20170511,12948,"4321 20170511"
4321,20170512,12956,"4321 20170512"
4321,20170516,12961,"4321 20170516"
4321,20170517,12966,"4321 20170517"
4321,20170518,12968,"4321 20170518"
4321,20170519,12969,"4321 20170519"
4321,20170523,12984,"4321 20170523"
4321,20170524,12989,"4321 20170524"
4321,20170525,12992,"4321 20170525"
4321,20170530,13002,"4321 20170530"
4321,20170531,13009,"4321 20170531"
4321,20170601,13015,"4321 20170601"
4321,20170602,13018,"4321 20170602"
4321,20170605,13022,"4321 20170605"
4321,20170607,13023,"4321 20170607"
4321,20170608,13035,"4321 20170608"
4321,20170612,13042,"4321 20170612"
4321,20170613,13045,"4321 20170613"
4321,20170614,13044,"4321 20170614"
4321,20170616,13056,"4321 20170616"
4321,20170619,13059,"4321 20170619"
4321,20170621,13065,"4321 20170621"
4321,20170622,13064,"4321 20170622"
4321,20170623,13068,"4321 20170623"
4321,20170627,13085,"4321 20170627"
4321,20170628,13093,"4321 20170628"
4321,20170629,13098,"4321 20170629"
4839,20170101,957036,"4839 20170101"
4839,20170102,957371,"4839 20170102"
4839,20170103,958536,"4839 20170103"
4839,20170104,959208,"4839 20170104"
4839,20170105,959647,"4839 20170105"
4839,20170106,960164,"4839 20170106"
4839,20170108,961409,"4839 20170108"
4839,20170109,961676,"4839 20170109"
4839,20170110,962817,"4839 20170110"
4839,20170111,963170,"4839 20170111"
4839,20170112,963588,"4839 20170112"
4839,20170113,964229,"4839 20170113"
4839,20170115,964925,"4839 20170115"
4839,20170116,965783,"4839 20170116"
4839,20170117,966099,"4839 20170117"
4839,20170118,966587,"4839 20170118"
4839,20170119,967147,"4839 20170119"
4839,20170120,967471,"4839 20170120"
4839,20170121,967890,"4839 20170121"
4839,20170123,968546,"4839 20170123"
4839,20170124,968818,"4839 20170124"
4839,20170125,969663,"4839 20170125"
4839,20170126,969957,"4839 20170126"
4839,20170127,970254,"4839 20170127"
4839,20170130,971112,"4839 20170130"
4839,20170131,971573,"4839 20170131"
4839,20170201,971909,"4839 20170201"
4839,20170202,972142,"4839 20170202"
4839,20170203,972548,"4839 20170203"
4839,20170204,972734,"4839 20170204"
4839,20170205,973270,"4839 20170205"
4839,20170206,973457,"4839 20170206"
4839,20170207,973926,"4839 20170207"
4839,20170208,974172,"4839 20170208"
4839,20170209,974377,"4839 20170209"
4839,20170210,974797,"4839 20170210"
4839,20170211,975083,"4839 20170211"
4839,20170212,975448,"4839 20170212"
4839,20170213,975725,"4839 20170213"
4839,20170214,975987,"4839 20170214"
4839,20170215,976314,"4839 20170215"
4839,20170216,976571,"4839 20170216"
4839,20170217,976828,"4839 20170217"
4839,20170218,977217,"4839 20170218"
4839,20170219,977457,"4839 20170219"
4839,20170220,977667,"4839 20170220"
4839,20170221,977823,"4839 20170221"
4839,20170222,978177,"4839 20170222"
4839,20170223,978391,"4839 20170223"
4839,20170224,978816,"4839 20170224"
4839,20170225,979036,"4839 20170225"
4839,20170226,979757,"4839 20170226"
4839,20170227,980028,"4839 20170227"
4839,20170228,980388,"4839 20170228"
4839,20170301,980631,"4839 20170301"
4839,20170302,980931,"4839 20170302"
4839,20170303,981354,"4839 20170303"
4839,20170304,981675,"4839 20170304"
4839,20170305,982231,"4839 20170305"
4839,20170306,982417,"4839 20170306"
4839,20170307,982881,"4839 20170307"
4839,20170308,983501,"4839 20170308"
4839,20170309,983849,"4839 20170309"
4839,20170310,984353,"4839 20170310"
4839,20170311,984588,"4839 20170311"
4839,20170312,984978,"4839 20170312"
4839,20170313,985206,"4839 20170313"
4839,20170314,985626,"4839 20170314"
4839,20170315,985897,"4839 20170315"
4839,20170316,986195,"4839 20170316"
4839,20170317,986598,"4839 20170317"
4839,20170318,986859,"4839 20170318"
4839,20170319,987211,"4839 20170319"
4839,20170320,987392,"4839 20170320"
4839,20170321,987590,"4839 20170321"
4839,20170322,987982,"4839 20170322"
4839,20170323,988119,"4839 20170323"
4839,20170324,988517,"4839 20170324"
4839,20170325,988843,"4839 20170325"
4839,20170326,989104,"4839 20170326"
4839,20170327,989350,"4839 20170327"
4839,20170328,989790,"4839 20170328"
4839,20170329,990145,"4839 20170329"
4839,20170330,990414,"4839 20170330"
4839,20170331,990785,"4839 20170331"
4839,20170401,991089,"4839 20170401"
4839,20170402,991306,"4839 20170402"
4839,20170403,991487,"4839 20170403"
4839,20170404,991761,"4839 20170404"
4839,20170405,992214,"4839 20170405"
4839,20170406,992459,"4839 20170406"
4839,20170407,992688,"4839 20170407"
4839,20170408,993033,"4839 20170408"
4839,20170410,993593,"4839 20170410"
4839,20170411,993904,"4839 20170411"
4839,20170412,994330,"4839 20170412"
4839,20170413,995337,"4839 20170413"
4839,20170414,995840,"4839 20170414"
4839,20170415,996154,"4839 20170415"
4839,20170416,996648,"4839 20170416"
4839,20170417,996765,"4839 20170417"
4839,20170418,997041,"4839 20170418"
4839,20170419,997467,"4839 20170419"
4839,20170420,997764,"4839 20170420"
4839,20170421,998576,"4839 20170421"
4839,20170422,998576,"4839 20170422"
4839,20170423,998576,"4839 20170423"
4839,20170424,998786,"4839 20170424"
4839,20170425,999043,"4839 20170425"
4839,20170426,999249,"4839 20170426"
4839,20170427,999599,"4839 20170427"
4839,20170428,999811,"4839 20170428"
4839,20170502,1001070,"4839 20170502"
4839,20170503,1001348,"4839 20170503"
4839,20170504,1001461,"4839 20170504"
4839,20170505,1001788,"4839 20170505"
4839,20170506,1001990,"4839 20170506"
4839,20170508,1002523,"4839 20170508"
4839,20170509,1002730,"4839 20170509"
4839,20170510,1003277,"4839 20170510"
4839,20170511,1003864,"4839 20170511"
4839,20170512,1004245,"4839 20170512"
4839,20170513,1004690,"4839 20170513"
4839,20170514,1005068,"4839 20170514"
4839,20170515,1005336,"4839 20170515"
4839,20170516,1005677,"4839 20170516"
4839,20170517,1006053,"4839 20170517"
4839,20170518,1006478,"4839 20170518"
4839,20170519,1006832,"4839 20170519"
4839,20170520,1006946,"4839 20170520"
4839,20170521,1007208,"4839 20170521"
4839,20170522,1007474,"4839 20170522"
4839,20170523,1007889,"4839 20170523"
4839,20170524,1008152,"4839 20170524"
4839,20170525,1008357,"4839 20170525"
4839,20170526,1008659,"4839 20170526"
4839,20170527,1008815,"4839 20170527"
4839,20170528,1009067,"4839 20170528"
4839,20170529,1009313,"4839 20170529"
4839,20170530,1009516,"4839 20170530"
4839,20170531,1009772,"4839 20170531"
4839,20170601,1010111,"4839 20170601"
4839,20170602,1010291,"4839 20170602"
4839,20170603,1010583,"4839 20170603"
4839,20170604,1010828,"4839 20170604"
4839,20170605,1010958,"4839 20170605"
4839,20170606,1011102,"4839 20170606"
4839,20170607,1011387,"4839 20170607"
4839,20170608,1011566,"4839 20170608"
4839,20170609,1011819,"4839 20170609"
4839,20170610,1012009,"4839 20170610"
4839,20170612,1012472,"4839 20170612"
4839,20170613,1013000,"4839 20170613"
4839,20170614,1013130,"4839 20170614"
4839,20170615,1013457,"4839 20170615"
4839,20170616,1013867,"4839 20170616"
4839,20170617,1014162,"4839 20170617"
4839,20170618,1014395,"4839 20170618"
4839,20170619,1014629,"4839 20170619"
4839,20170620,1015004,"4839 20170620"
4839,20170621,1015309,"4839 20170621"
4839,20170622,1015539,"4839 20170622"
4839,20170623,1015976,"4839 20170623"
4839,20170624,1016205,"4839 20170624"
4839,20170626,1016616,"4839 20170626"
4839,20170627,1016967,"4839 20170627"
4839,20170628,1017210,"4839 20170628"
4839,20170629,1017607,"4839 20170629"
4839,20170630,1017867,"4839 20170630"
4988,20170103,2695,"4988 20170103"
4988,20170104,2698,"4988 20170104"
4988,20170105,2699,"4988 20170105"
4988,20170106,2706,"4988 20170106"
4988,20170109,2709,"4988 20170109"
4988,20170110,2707,"4988 20170110"
4988,20170111,2709,"4988 20170111"
4988,20170112,2708,"4988 20170112"
4988,20170113,2710,"4988 20170113"
4988,20170116,2714,"4988 20170116"
4988,20170117,2716,"4988 20170117"
4988,20170118,2719,"4988 20170118"
4988,20170119,2723,"4988 20170119"
4988,20170120,2727,"4988 20170120"
4988,20170123,2731,"4988 20170123"
4988,20170124,2739,"4988 20170124"
4988,20170125,2739,"4988 20170125"
4988,20170126,2740,"4988 20170126"
4988,20170127,2742,"4988 20170127"
4988,20170130,2744,"4988 20170130"
4988,20170131,2745,"4988 20170131"
4988,20170201,2746,"4988 20170201"
4988,20170202,2749,"4988 20170202"
4988,20170203,2756,"4988 20170203"
4988,20170206,2764,"4988 20170206"
4988,20170207,2769,"4988 20170207"
4988,20170208,2773,"4988 20170208"
4988,20170209,2777,"4988 20170209"
4988,20170210,2782,"4988 20170210"
4988,20170213,2789,"4988 20170213"
4988,20170214,2797,"4988 20170214"
4988,20170215,2799,"4988 20170215"
4988,20170216,2804,"4988 20170216"
4988,20170217,2811,"4988 20170217"
4988,20170220,2808,"4988 20170220"
4988,20170221,2812,"4988 20170221"
4988,20170222,2814,"4988 20170222"
4988,20170223,2843,"4988 20170223"
4988,20170224,2850,"4988 20170224"
4988,20170227,2862,"4988 20170227"
